id,name,brand,family,top_notes,middle_notes,base_notes,mood_tags,valence,arousal,dominance,source
2171,Liaisons Dangereuses Eau de Parfum,Unknown,woody,mandarin,cinnamon|rose|geranium|oakmoss,coconut|ambroxan|sandalwood|vetiver|cedar|vanilla|white_musk,joyful,0.6792,0.4117,0.51,huggingface
2172,Straight to Heaven Eau de Parfum - ...,Unknown,woody,mandarin,,cedar|patchouli|ambroxan|vanilla|white_musk,joyful,0.66,0.4033,0.505,huggingface
2173,Week-end Eau de Toilette,Unknown,spicy,bergamot|black_pepper|pink_pepper,lily_of_the_valley|rose|clove|oakmoss,,joyful,0.6529,0.5886,0.5643,huggingface
2174,Vittoria Apuana Eau de Parfum,Unknown,citrus,orange|mandarin,,coconut|vanilla|amber,joyful|delicate,0.82,0.488,0.378,huggingface
2175,Tirrenico Eau de Parfum,Unknown,fresh,orange|bergamot|basil,marine|jasmine|pine,sandalwood|white_musk,joyful,0.725,0.5663,0.46,huggingface
2176,Versilia Aurum Eau de Parfum,Unknown,floral,orange|mandarin,rose|jasmine|tuberose|lily_of_the_valley,vanilla|tonka_bean|benzoin|sandalwood|white_musk|amber,joyful,0.7517,0.4217,0.4758,huggingface
2177,Versilia Vintage Ambra Mediterranea Eau de Parfum,Unknown,oriental,orange,ylang_ylang|jasmine,amber|benzoin|cedar|patchouli|vanilla|white_musk,joyful,0.6811,0.4111,0.5222,huggingface
2178,Battito d'ali Eau de Parfum,Unknown,oriental,orange,,oud|frankincense|vanilla,balanced,0.645,0.445,0.57,huggingface
2179,Arso Eau de Parfum,Unknown,woody,,pine,leather|frankincense|cedar,powerful,0.48,0.4525,0.7,huggingface
2180,Fougere Royale Eau de Parfum,Unknown,floral,bergamot,geranium|rose|cinnamon|oakmoss,amber|patchouli|tonka_bean,joyful,0.6525,0.4525,0.5587,huggingface
2181,La Belle Helene Eau de Parfum,Unknown,woody,mandarin|lime,rose|ylang_ylang|iris,frankincense|vetiver|patchouli|cedar|amber|white_musk|sandalwood,balanced,0.6483,0.4292,0.5483,huggingface
2182,Antonia Parfum Extrait,Unknown,floral,green_tea,jasmine|rose|ylang_ylang|iris,vanilla|vetiver,joyful,0.7214,0.4186,0.5043,huggingface
2183,M Parfum Extrait,Unknown,woody,bergamot|lemon,rose|jasmine|cinnamon|oakmoss,patchouli|labdanum|vetiver|vanilla|leather|white_musk,balanced,0.6275,0.4692,0.5667,huggingface
2184,1 Parfum Extrait,Unknown,floral,mandarin,neroli|magnolia|rose|jasmine,amber|vetiver|white_musk,joyful,0.725,0.4387,0.5038,huggingface
2185,Vanille Insensee Cologne Absolue,Unknown,woody,lime,jasmine,vetiver|vanilla|cedar|amber,joyful,0.6833,0.4283,0.5117,huggingface
2186,Knize Ten Golden Edition Eau de Toilette,Unknown,citrus,petitgrain|orange|bergamot|lemon,rose|geranium|iris|cinnamon|oakmoss,cedar|sandalwood|leather|ambroxan|white_musk|vanilla,joyful,0.6933,0.4953,0.5107,huggingface
2187,Two Eau de Toilette,Unknown,floral,bergamot|lemon|petitgrain|green_tea,iris|violet|jasmine|rose|oakmoss,cedar|sandalwood|tonka_bean|white_musk|ambroxan,joyful,0.7129,0.4536,0.4914,huggingface
2188,Mediterraneo Eau de Parfum,Unknown,citrus,lemon|green_tea,,,joyful|energetic|delicate,0.84,0.685,0.325,huggingface
2189,Ligea La Sirena Eau de Parfum,Unknown,floral,mandarin,rose|iris,,joyful,0.7967,0.4967,0.4767,huggingface
2190,Fiori di Capri Eau de Parfum,Unknown,floral,,lily_of_the_valley|ylang_ylang|oakmoss,ambroxan|sandalwood,calming,0.632,0.394,0.572,huggingface
2191,Aria di Capri Eau de Parfum,Unknown,floral,mandarin,iris|jasmine,,joyful,0.78,0.53,0.5,huggingface
2192,Via Camerelle Eau de Parfum,Unknown,citrus,lemon|orange,marine,white_musk|cedar,joyful,0.76,0.592,0.406,huggingface
2193,Carthusia Uomo Eau de Parfum,Unknown,citrus,bergamot,marine,cedar,joyful,0.7167,0.61,0.4667,huggingface
2194,Numero Uno Eau de Parfum,Unknown,floral,bergamot|orange|eucalyptus,geranium|violet|ylang_ylang,patchouli|vetiver|white_musk,joyful,0.6722,0.5289,0.4889,huggingface
2195,Corallium Eau de Parfum,Unknown,citrus,mandarin|bergamot,,frankincense|cedar|white_musk,joyful,0.698,0.482,0.506,huggingface
2196,1681 Eau de Parfum,Unknown,floral,mandarin|bergamot|petitgrain|black_pepper,rose|iris|neroli|geranium,sandalwood|cedar|frankincense|ambroxan|vanilla|white_musk,joyful,0.7057,0.4714,0.5043,huggingface
2197,Craft Eau De Parfum,Unknown,woody,black_pepper,,cedar|patchouli,powerful,0.4833,0.5333,0.6633,huggingface
2198,Smart Eau de Parfum,Unknown,floral,,violet|jasmine,sandalwood|vanilla|white_musk,joyful|calming,0.738,0.34,0.45,huggingface
2199,XJ Richwood Eau de Parfum,Unknown,woody,bergamot,rose,sandalwood|patchouli,joyful,0.655,0.4725,0.555,huggingface
2200,XJ Homme Eau de Parfum,Unknown,spicy,bergamot|black_pepper,clove|geranium,leather|cedar|vetiver,powerful,0.56,0.5714,0.6286,huggingface
2201,XJ Irisss Eau de Parfum,Unknown,floral,,iris|rose|ylang_ylang,cedar|frankincense|white_musk,joyful|calming,0.665,0.3767,0.5633,huggingface
2202,Aventus Eau de Parfum,Unknown,woody,bergamot|mandarin,pine|jasmine|oakmoss,birch|patchouli|white_musk|ambroxan|vanilla,balanced,0.628,0.461,0.538,huggingface
2203,Knize Ten Eau de Toilette,Unknown,citrus,lemon|bergamot|orange|petitgrain,rose|geranium|iris|cinnamon|oakmoss,cedar|sandalwood|leather|white_musk|patchouli|ambroxan|vanilla,joyful,0.6719,0.4906,0.5238,huggingface
2204,De Bachmakov Eau de Parfum,Unknown,woody,bergamot,,cedar,joyful,0.7,0.565,0.51,huggingface
2205,Sartorial Eau de Toilette,Unknown,oriental,black_pepper|ginger,violet|neroli|cardamom|geranium|oakmoss,honey|leather|cedar|patchouli|frankincense|tonka_bean|white_musk|vanilla|amber,balanced,0.6225,0.4394,0.5537,huggingface
2206,Memoir Man Eau de Parfum,Unknown,woody,basil|mint,geranium|rose|oakmoss|guaiac_wood,frankincense|leather|tobacco|cedar|sandalwood|vanilla|amber,balanced,0.5846,0.4362,0.5954,huggingface
2207,Une Rose Vermeille Eau de Parfum,Unknown,citrus,lemon|bergamot|mandarin,geranium|rose|violet,vanilla|sandalwood|tonka_bean|ambroxan,joyful,0.771,0.476,0.443,huggingface
2208,Cuir - Les Nombres d'Or Eau de Parfum,Unknown,spicy,,cardamom,leather|benzoin,powerful,0.55,0.5167,0.67,huggingface
2209,Musc - Les Nombres d'Or Eau de Parfum,Unknown,floral,,neroli|rose,tonka_bean|white_musk,joyful|calming,0.7625,0.375,0.45,huggingface
2210,Les Nuits d'Izu Eau de Parfum,Unknown,floral,yuzu,rose|jasmine,white_musk,joyful,0.7675,0.4925,0.475,huggingface
2211,Violette in Love Eau de Toilette,Unknown,citrus,lemon|mandarin|pink_pepper|black_pepper,rose|violet,,joyful|energetic,0.7533,0.6533,0.475,huggingface
2212,L'eau Mixte Eau Fraiche,Unknown,citrus,mandarin|mint|lemon,cinnamon|rose|jasmine|oakmoss,vetiver,joyful,0.705,0.5787,0.5225,huggingface
2213,Uden Eau de Parfum,Unknown,citrus,grapefruit|lemon,rose|coffee,sandalwood|cedar|vanilla|white_musk,joyful,0.7325,0.4925,0.4525,huggingface
2214,Kobe Eau de Parfum,Unknown,citrus,bergamot|orange|petitgrain,neroli|rose,benzoin|oud|tonka_bean|amber,joyful,0.7211,0.4944,0.5156,huggingface
2215,Oranges and Lemons Say The Bells of St. Clements Eau de Parfum,Unknown,citrus,orange|lemon|bergamot|mandarin|petitgrain,neroli|ylang_ylang,vetiver,joyful,0.7725,0.6425,0.4413,huggingface
2216,Ginger Ciao Eau de Parfum,Unknown,floral,ginger|basil,neroli|ylang_ylang,coconut,joyful,0.726,0.584,0.462,huggingface
2217,Bois Naufrage Eau de Toilette,Unknown,fresh,green_tea|mint,iris|neroli,ambroxan|vetiver,joyful,0.6833,0.5033,0.4967,huggingface
2218,Vetyverio Eau de Toilette,Unknown,citrus,mandarin|grapefruit|lemon|bergamot,clove|ylang_ylang|rose|geranium,vetiver|cedar|white_musk,joyful,0.7145,0.5627,0.4891,huggingface
2219,Orange Sanguine Cologne Absolue,Unknown,floral,orange,jasmine|geranium,amber|tonka_bean|sandalwood,joyful,0.725,0.4417,0.5033,huggingface
2220,Grand Neroli Cologne Absolue,Unknown,citrus,lemon|bergamot|petitgrain,neroli|oakmoss,birch|clean_musk|amber|vanilla,joyful,0.6978,0.4767,0.4633,huggingface
2221,Oolang Infini Cologne Absolue,Unknown,floral,bergamot,neroli|jasmine,leather|tobacco|cedar|vetiver,powerful,0.5686,0.52,0.6386,huggingface
2222,Bois Blonds Cologne Absolue,Unknown,woody,pink_pepper|orange,neroli,frankincense|cedar|white_musk|vetiver,balanced,0.6471,0.4814,0.5357,huggingface
2223,Orange Star Eau de Parfum,Unknown,citrus,mandarin|lemon|orange,violet,ambroxan|vanilla|patchouli,joyful,0.7457,0.5343,0.4429,huggingface
2224,Gardenia Petale Eau de Parfum,Unknown,floral,green_tea|bergamot,lily_of_the_valley|jasmine,,joyful,0.795,0.56,0.4375,huggingface
2225,Orchidee Vanille Eau de Parfum,Unknown,gourmand,mandarin,coffee|rose|violet,almond|vanilla|cedar|tonka_bean|white_musk,joyful,0.7456,0.4056,0.4411,huggingface
2226,01 Nomad Eau de Parfum,Unknown,woody,bergamot|black_pepper,,cedar|tonka_bean|sandalwood|white_musk,joyful,0.6733,0.46,0.5033,huggingface
2227,02 Owari Eau de Parfum,Unknown,citrus,mandarin|bergamot|grapefruit|black_pepper,neroli,sandalwood|cedar|amber|white_musk,joyful,0.7122,0.5422,0.4833,huggingface
2228,03 Century Eau de Parfum,Unknown,woody,mint,oakmoss,birch|vetiver|frankincense|patchouli|white_musk|amber,powerful,0.5175,0.4,0.61,huggingface
2229,Homme Eau de Parfum,Unknown,spicy,grapefruit|bergamot,cardamom|cinnamon|clove,patchouli|sandalwood|labdanum,balanced,0.6138,0.575,0.5762,huggingface
2230,Fleur Nocturne Eau de Parfum,Unknown,floral,mandarin,jasmine|magnolia,vanilla|patchouli,joyful,0.72,0.456,0.48,huggingface
2231,Aqua Universalis Eau de Toilette,Unknown,citrus,bergamot|lemon|orange,lily_of_the_valley,white_musk,joyful|delicate,0.83,0.61,0.362,huggingface
2232,Lumiere Noire Pour Femme Eau de Parfum,Unknown,floral,,rose,patchouli,powerful,0.575,0.42,0.635,huggingface
2233,Lumiere Noire Pour Homme Eau de Toilette,Unknown,floral,,rose|cinnamon,,joyful,0.75,0.55,0.575,huggingface
2234,Intelligence & Fantasy Eau de Toilette,Unknown,floral,bergamot|mandarin|pink_pepper,magnolia|rose,cedar|white_musk|sandalwood,joyful,0.73,0.5038,0.4788,huggingface
2235,Aquae Nobilis Eau de Parfum,Unknown,floral,,geranium,vetiver|white_musk,calming,0.6233,0.3667,0.5033,huggingface
2236,Al Oudh Eau de Parfum,Unknown,woody,pink_pepper,cardamom|rose|neroli|saffron,frankincense|leather|oud|cedar|sandalwood|patchouli|vanilla,powerful,0.5725,0.4775,0.6358,huggingface
2237,Millesime Imperial Eau de Parfum ...,Unknown,citrus,mandarin|lemon|bergamot,marine|iris,white_musk|cedar,joyful,0.7657,0.5714,0.4229,huggingface
2238,Love in White Eau de Parfum ...,Unknown,floral,orange,iris|magnolia|rose,vanilla|ambroxan|sandalwood,joyful,0.7529,0.41,0.4686,huggingface
2239,Silver Mountain Water Eau de Parfum ...,Unknown,citrus,bergamot|mandarin|green_tea,neroli,sandalwood|white_musk,joyful,0.77,0.525,0.4183,huggingface
2240,Virgin Island Water Eau de Parfum ...,Unknown,citrus,bergamot|lime|mandarin,ylang_ylang|jasmine,white_musk|cedar,joyful,0.7557,0.5757,0.4686,huggingface
2241,Acqua Fiorentina Eau de Parfum ...,Unknown,citrus,green_tea|mandarin|bergamot|lemon|grapefruit,rose,cedar|sandalwood,joyful,0.7737,0.5925,0.4338,huggingface
2242,Green Irish Tweed Eau de Parfum ...,Unknown,floral,lemon|mint,violet|iris,sandalwood|ambroxan,joyful,0.7267,0.5167,0.4667,huggingface
2243,Himalaya Eau de Parfum ...,Unknown,citrus,bergamot|grapefruit|lemon|mandarin|black_pepper,,cedar|sandalwood|vetiver|ambroxan|white_musk|tonka_bean,joyful,0.7,0.5291,0.4836,huggingface
2244,Patchouli Intense Eau de Parfum,Unknown,oriental,,geranium|rose|cinnamon,frankincense|sandalwood|patchouli|leather|amber|vanilla,powerful,0.61,0.4133,0.6011,huggingface
2245,Midnight Oud Eau de Parfum,Unknown,woody,,rose|geranium|saffron,oud|patchouli|sandalwood|amber|white_musk,powerful,0.58,0.4125,0.6225,huggingface
2246,Fat Electrician Eau de Parfum,Unknown,oriental,,,vetiver|vanilla|frankincense,calming,0.6,0.2733,0.56,huggingface
2247,L'humaniste Eau de Parfum,Unknown,spicy,bergamot|mandarin|black_pepper|ginger,cardamom|peony|oakmoss,tonka_bean,joyful,0.6912,0.5837,0.5162,huggingface
2248,Epic Woman Eau de Parfum,Unknown,woody,pink_pepper|green_tea,cinnamon|rose|geranium|jasmine|guaiac_wood,amber|white_musk|frankincense|oud|sandalwood|patchouli|vanilla,balanced,0.6357,0.4357,0.57,huggingface
2249,Feminite du Bois Eau de Parfum,Unknown,spicy,ginger|mandarin|orange,cinnamon|clove|violet,cedar|sandalwood|vanilla|benzoin,joyful,0.702,0.511,0.502,huggingface
2250,Wazamba Eau de Parfum,Unknown,oriental,mandarin,,frankincense|sandalwood|labdanum|benzoin,calming,0.618,0.37,0.59,huggingface
2251,Tam Dao - Eau de Toilette,Unknown,woody,,rose,sandalwood|ambroxan,joyful|calming,0.68,0.3733,0.5833,huggingface
2252,L'eau Eau de Toilette,Unknown,spicy,,cinnamon|clove|geranium|rose,sandalwood,joyful,0.664,0.51,0.58,huggingface
2253,Olene Eau de Toilette,Unknown,floral,,jasmine,honey,joyful,0.775,0.42,0.5,huggingface
2254,Oyedo Eau de Toilette,Unknown,citrus,lemon|mandarin|orange,,cedar,joyful|energetic,0.8,0.675,0.4125,huggingface
2255,L'Ombre dans l'Eau - Eau de Toilette,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
2256,Do Son - Eau de Toilette,Unknown,floral,orange,tuberose|rose,white_musk,joyful,0.7625,0.52,0.4825,huggingface
2257,Reflection Man Eau de Parfum,Unknown,floral,pink_pepper|orange,rose|neroli|iris|jasmine|ylang_ylang,vetiver|patchouli|sandalwood|cedar,joyful,0.6591,0.4882,0.5582,huggingface
2258,Complex Eau de Parfum,Unknown,fresh,basil,violet,frankincense|leather|white_musk|oud,powerful,0.5533,0.4483,0.63,huggingface
2259,Nobara-Cha roll-on Perfume Oil,Unknown,floral,,rose,sandalwood|amber,joyful|calming,0.69,0.34,0.5667,huggingface
2260,Tom of Finland Eau de Parfum,Unknown,woody,black_pepper,pine|iris,birch|vanilla|tonka_bean|vetiver|suede|white_musk|amber,calming,0.604,0.397,0.541,huggingface
2261,Putain des Palaces Eau de Parfum,Unknown,floral,mandarin|ginger,rose|violet|lily_of_the_valley,leather|amber,joyful,0.6871,0.5129,0.5371,huggingface
2262,Secretions Magnifiques Eau de Parfum,Unknown,oriental,,iris,vanilla|coconut|sandalwood,joyful|calming,0.76,0.3225,0.4025,huggingface
2263,Jasmin et Cigarette Eau de Parfum,Unknown,oriental,mandarin,jasmine,tobacco|tonka_bean|cedar|amber|white_musk,joyful,0.6529,0.4243,0.5529,huggingface
2264,Yes I Do (formerly Don't Get Me Wrong Baby) Eau de Parfum,Unknown,floral,orange,jasmine|lily_of_the_valley,amber|patchouli,joyful,0.686,0.488,0.534,huggingface
2265,Silver Man Eau de Parfum,Unknown,citrus,mandarin|bergamot|orange,jasmine|rose|ylang_ylang,amber|white_musk|patchouli|sandalwood|vetiver|frankincense,joyful,0.6783,0.47,0.5442,huggingface
2266,Vepres Siciliennes Eau de Parfum,Unknown,floral,mandarin|grapefruit|black_pepper|green_tea,cardamom|lily_of_the_valley|magnolia|jasmine|ylang_ylang|rose|tuberose|clove|oakmoss,coconut|white_musk|amber|cedar,joyful,0.6965,0.5182,0.5153,huggingface
2267,Sublime Balkiss Eau de Parfum,Unknown,floral,bergamot,rose|lily_of_the_valley|violet,patchouli,joyful,0.71,0.478,0.494,huggingface
2268,Nuit de Cellophane Eau de Parfum,Unknown,floral,green_tea|mandarin,jasmine|lily_of_the_valley,almond|cedar|honey,joyful,0.7671,0.4557,0.4329,huggingface
2269,Peche Cardinal Eau de Parfum,Unknown,floral,mandarin,tuberose|lily_of_the_valley,coconut|cedar|sandalwood,joyful,0.7233,0.4733,0.4767,huggingface
2270,Dia Woman Eau de Parfum,Unknown,floral,green_tea|bergamot|mandarin|orange,violet|rose|peony|iris,white_musk|frankincense|vanilla|cedar|sandalwood,joyful,0.7469,0.4469,0.46,huggingface
2271,Dia Man Eau de Parfum,Unknown,oriental,petitgrain|mandarin,peony|ylang_ylang|iris,labdanum|frankincense|leather|patchouli|amber,balanced,0.61,0.457,0.6,huggingface
2272,Gold Woman Eau de Parfum,Unknown,floral,,rose|lily_of_the_valley|iris|jasmine,frankincense|white_musk|cedar|sandalwood,joyful|calming,0.6825,0.3688,0.5437,huggingface
2273,Vanitas Eau de Parfum,Unknown,oriental,orange,,vanilla|frankincense|sandalwood,joyful|calming,0.7125,0.395,0.4825,huggingface
2274,Makassar (formerly Bois de Santal) Eau de Parfum,Unknown,woody,,,sandalwood|ambroxan,calming|powerful,0.62,0.35,0.6,huggingface
2275,Felanilla Eau de Parfum,Unknown,oriental,,saffron|iris,vanilla|cedar|amber,calming,0.644,0.366,0.56,huggingface
2276,Drama Nuui Eau de Parfum,Unknown,woody,black_pepper,jasmine|guaiac_wood,sandalwood|white_musk,balanced,0.624,0.45,0.57,huggingface
2277,Chergui Eau de Parfum,Unknown,oriental,,iris|rose,honey|white_musk|frankincense|tobacco|amber,calming,0.6386,0.3529,0.5729,huggingface
2278,Jade Eau de Parfum,Unknown,woody,green_tea|mint,cardamom|iris|jasmine|cinnamon|oakmoss,amber|patchouli|vetiver|white_musk,balanced,0.6309,0.4791,0.5527,huggingface
2279,Jus d'Amour - Eau de Parfum,Unknown,floral,,jasmine|violet,vanilla|sandalwood|cedar,joyful|calming,0.704,0.36,0.498,huggingface
2280,Jus d'Amour - Perfume oil Perfume Oil,Unknown,floral,,jasmine|violet,vanilla|sandalwood|cedar,joyful|calming,0.704,0.36,0.498,huggingface
2281,Monyette Paris Eau de Parfum Spray,Unknown,floral,,lily_of_the_valley,vanilla,joyful|calming|delicate,0.825,0.32,0.33,huggingface
2282,Lyric for Women Eau de Parfum,Unknown,floral,bergamot|ginger,cardamom|cinnamon|rose|jasmine|ylang_ylang|geranium|iris|oakmoss,white_musk|cedar|patchouli|vetiver|sandalwood|vanilla|tonka_bean|frankincense,balanced,0.65,0.4428,0.5517,huggingface
2283,Lyric for Men Eau de Parfum,Unknown,citrus,bergamot|lime|orange|green_tea|ginger,rose|saffron|pine,sandalwood|vanilla|white_musk|frankincense,joyful,0.7058,0.5242,0.4842,huggingface
2284,Blenheim Bouquet Eau de Toilette,Unknown,citrus,lemon|lime|black_pepper,pine,,joyful|energetic,0.7125,0.75,0.45,huggingface
2285,Quercus Cologne,Unknown,citrus,lemon|lime|mandarin|bergamot,jasmine|lily_of_the_valley|cardamom|oakmoss,sandalwood|white_musk|amber,joyful,0.7345,0.54,0.4718,huggingface
2286,Artemisia Eau de Parfum,Unknown,floral,green_tea,lily_of_the_valley|jasmine|violet|oakmoss,sandalwood|white_musk|amber,joyful|calming,0.6863,0.3813,0.5,huggingface
2287,Opus 1870 Eau de Toilette,Unknown,spicy,black_pepper|yuzu,rose|cinnamon,frankincense|cedar|sandalwood|white_musk,joyful,0.655,0.4863,0.5563,huggingface
2288,Endymion Cologne,Unknown,citrus,bergamot|mandarin|black_pepper,geranium|cardamom,vetiver|white_musk|leather|sandalwood|frankincense,balanced,0.623,0.525,0.57,huggingface
2289,Vetiver Dance Eau de Toilette,Unknown,woody,grapefruit|black_pepper,rose|lily_of_the_valley,vetiver|ambroxan|cedar|tonka_bean|labdanum,balanced,0.64,0.4544,0.5511,huggingface
2290,Aziyade Eau de Parfum,Unknown,spicy,orange|ginger,cardamom|cinnamon,almond|frankincense|vanilla|patchouli|white_musk|labdanum,joyful,0.651,0.469,0.523,huggingface
2291,Neroli Eau de Parfum,Unknown,citrus,orange,,frankincense,joyful,0.69,0.53,0.55,huggingface
2292,Dambrosia Eau de Parfum,Unknown,citrus,mandarin|green_tea,,almond|sandalwood,joyful|delicate,0.7725,0.4625,0.395,huggingface
2293,Private Collection: L'Eau Guerriere Eau de Toilette,Unknown,oriental,,,frankincense|cedar|white_musk,calming,0.59,0.3133,0.5833,huggingface
2294,L'Ete en Douce Eau de Toilette,Unknown,fresh,mint|orange,rose,cedar|white_musk,joyful,0.74,0.542,0.456,huggingface
2295,Sienne l'Hiver Eau de Toilette,Unknown,floral,,violet|geranium|iris,tobacco|cedar|white_musk,balanced,0.62,0.4017,0.5417,huggingface
2296,Eau d'Italie - eau de toilette Eau de Toilette,Unknown,citrus,bergamot|mandarin,magnolia,cedar|frankincense,joyful,0.71,0.506,0.51,huggingface
2297,Geisha Blanche Eau de Parfum,Unknown,floral,,jasmine|ylang_ylang,,joyful,0.725,0.535,0.6,huggingface
2298,Patchouli Noir Eau de Parfum,Unknown,woody,mint,,cedar|patchouli|vanilla,balanced,0.625,0.4675,0.5,huggingface
2299,Five O'Clock Au Gingembre Eau de Parfum,Unknown,spicy,bergamot|ginger|black_pepper,coffee,honey|patchouli,balanced,0.6283,0.6267,0.5533,huggingface
2300,Red Aoud Eau de Parfum,Unknown,woody,pink_pepper,saffron|iris,oud|vetiver|sandalwood,powerful,0.54,0.4717,0.6583,huggingface
2301,Sel Marin Eau de Parfum,Unknown,woody,lemon|bergamot,marine,vetiver|birch|cedar,balanced,0.6333,0.57,0.5083,huggingface
2302,21 Eau de Parfum,Unknown,woody,bergamot|orange|black_pepper,saffron|oakmoss,vanilla|cedar|patchouli|frankincense|amber|sandalwood|oud|vetiver|labdanum|tonka_bean,powerful,0.576,0.432,0.6073,huggingface
2303,Jubilation 25 Eau de Parfum,Unknown,oriental,lemon,ylang_ylang|rose,frankincense|labdanum|patchouli|amber|vetiver|white_musk,balanced,0.61,0.41,0.5833,huggingface
2304,Incense Rose Eau de Parfum,Unknown,citrus,mandarin|bergamot,rose|iris,cedar|frankincense|labdanum|patchouli|ambroxan,balanced,0.6311,0.4467,0.5878,huggingface
2305,Patchouli Leaves Eau de Parfum,Unknown,woody,,oakmoss,patchouli|vanilla|amber|white_musk,calming,0.598,0.304,0.536,huggingface
2306,Incense extreme Eau de Parfum,Unknown,oriental,black_pepper,iris,frankincense|cedar|ambroxan,powerful,0.588,0.442,0.634,huggingface
2307,No. 4 Eau de Toilette,Unknown,fresh,grapefruit|green_tea,marine,vetiver,joyful,0.7,0.5925,0.425,huggingface
